"PUBID","YSCH-37000","YHEA-1900","YEXP-1500","YEXP-2000","KEY!SEX","KEY!BDATE_M","KEY!BDATE_Y","PC8-092","PC9-050","PC11-008","PC11-014","CV_HH_POV_RATIO","CV_YTH_REL_HH_AGE_12","CV_YTH_REL_HH_AGE_2","CV_YTH_REL_HH_AGE_6","CV_HH_UNDER_18","CV_SAMPLE_TYPE","CV_HGC_BIO_DAD","CV_HGC_BIO_MOM","KEY!RACE_ETHNICITY","TRANS_GPA","CVC_YTH_REL_HH_AGE2_YCHR","CVC_YTH_REL_HH_AGE6_YCHR","CVC_YTH_REL_HH_AGE12_YCHR","CVC_SAT_MATH_SCORE_2007","CVC_SAT_VERBAL_SCORE_2007","CVC_ACT_SCORE_2007","CVC_HIGHEST_DEGREE_EVER"
5200,-4,-4,-4,-4,2,9,1984,0,3,-4,-4,97,4,4,4,2,1,12,12,4,-4,-4,-4,-4,-4,-4,-4,2
5201,2,-4,100,25,1,2,1981,0,1,100,20,331,1,1,1,3,1,18,16,4,-4,-4,-4,-4,-4,-4,-4,1
5202,1,-4,100,50,2,5,1981,0,1,80,25,507,1,1,1,1,1,12,14,2,-4,-4,-4,-4,-4,-4,-4,1
5203,1,-4,100,100,2,11,1980,0,1,100,75,359,1,1,1,1,1,13,14,4,4,-4,-4,-4,-4,-4,4,4
5204,1,-4,-4,-4,2,12,1984,0,1,-4,-4,512,1,1,1,2,1,12,12,4,3,-4,-4,-4,-4,-4,4,5
5205,2,-4,100,99,2,7,1981,0,1,100,100,310,4,4,4,3,1,12,12,4,3,-4,-4,-4,-4,-4,5,6
5206,1,-4,-4,-4,2,5,1983,1,1,-4,-4,891,1,1,1,1,1,14,14,4,3,-4,-4,-4,-4,-4,5,4
5207,2,-4,100,100,2,4,1981,0,1,100,50,229,4,2,4,2,1,-3,14,4,3,-4,-4,-4,-4,-4,4,4
5208,1,-4,-4,-4,2,2,1984,1,1,-4,-4,229,4,2,4,2,1,-3,14,4,3,-4,-4,-4,-4,-4,4,2
5209,2,-4,100,25,1,6,1981,0,1,100,35,240,1,1,1,2,1,14,12,4,2,-4,-4,-4,4,4,4,3
5210,1,-4,100,50,2,11,1980,-4,-4,-4,-4,-4,-4,-4,-4,2,1,-3,-3,4,4,1,1,1,-4,-4,3,3
5211,2,-4,-4,-4,1,7,1984,1,1,-4,-4,103,4,4,2,1,1,-4,12,4,1,-4,-4,-4,-4,-4,-4,1
5212,2,-4,-4,-4,2,2,1982,0,1,-4,-4,199,1,1,1,3,1,-3,-3,4,2,-4,-4,-4,-4,-4,-4,2
5213,2,-4,-4,-4,1,4,1984,0,1,-4,-4,199,1,1,1,3,1,-3,-3,4,2,-4,-4,-4,-4,-4,-4,2
5214,1,-4,-4,-4,1,3,1983,0,1,-4,-4,256,1,1,1,3,1,12,12,4,2,-4,-4,-4,-4,-4,-4,3
5215,2,-4,100,15,2,8,1980,1,3,100,0,89,4,2,2,1,1,12,12,4,2,1,1,2,-4,-4,-4,2
5216,2,-4,100,50,2,7,1980,1,1,100,100,155,4,4,4,3,1,12,12,4,1,-4,-4,-4,-4,-4,-4,2
5217,2,-4,-4,-4,2,9,1984,-2,1,-4,-4,155,4,4,4,3,1,12,12,4,3,-4,-4,-4,-4,-4,-4,1
5218,2,-4,-4,-4,1,5,1984,1,1,-4,-4,155,8,8,8,3,1,-4,-4,4,2,1,1,8,-4,-4,-4,2
5219,1,-4,100,95,2,11,1981,0,1,100,100,-3,1,1,1,4,1,-3,-3,4,4,-4,-4,-4,-4,-4,5,7
5220,1,-4,-4,-4,1,1,1984,0,1,-4,-4,-3,1,1,1,4,1,-3,-3,4,4,-4,-4,-4,-4,-4,4,4
5221,1,-4,-4,-4,2,11,1983,0,1,-4,-4,331,1,1,1,3,1,12,12,4,3,-4,-4,-4,-4,-4,-4,2
5222,1,-4,100,100,1,7,1980,0,1,100,95,358,4,2,2,2,1,12,14,4,-4,-4,-4,-4,-4,-4,4,2
5223,2,-4,-4,-4,1,4,1984,0,1,-4,-4,358,4,2,2,2,1,12,14,4,-4,-4,-4,-4,-4,-4,-4,4
5224,2,-4,95,45,1,1,1981,0,1,95,30,283,1,1,1,3,1,12,12,4,0,-4,-4,-4,-4,-4,-4,2
5225,1,-4,-4,-4,2,4,1983,0,1,-4,-4,166,4,4,4,2,1,-4,12,4,2,-4,-4,-4,-4,-4,-4,1
5226,2,-4,50,25,1,8,1980,0,1,100,50,1627,1,1,1,1,1,95,95,4,2,-4,-4,-4,-4,-4,-4,1
5227,2,-4,75,10,2,6,1981,0,1,100,50,247,4,2,2,2,1,-4,12,4,3,-4,-4,-4,-4,-4,-4,2
5228,1,-4,-4,-4,2,3,1983,0,1,-4,-4,247,4,2,4,2,1,-4,12,4,-3,-4,-4,-4,-4,-4,-4,2
5229,2,-4,100,100,1,1,1981,1,1,100,50,471,1,1,1,2,1,12,12,4,2,1,1,1,-4,-4,-4,2
5230,1,-4,-4,-4,2,12,1982,1,1,-4,-4,471,1,1,1,2,1,12,12,4,2,-4,-4,-4,-4,-4,-4,2
5231,1,-4,100,0,1,1,1980,0,1,100,65,472,1,1,1,2,1,14,12,4,2,-4,-4,-4,-4,-4,3,2
5232,2,3,100,82,2,5,1981,-4,-4,-4,-4,-3,-4,-4,-4,4,1,12,12,2,3,1,1,7,-4,-4,-4,2
5233,3,3,-4,-4,2,9,1984,-4,-4,-4,-4,-3,-4,-4,-4,4,1,-4,-3,4,3,7,7,7,-4,-4,-4,1
5234,1,-4,-4,-4,1,8,1984,1,1,-4,-4,417,1,1,1,3,1,12,18,4,3,-4,-4,-4,-4,-4,-4,3
5235,1,-4,100,90,1,7,1980,0,1,100,100,371,1,1,1,2,1,13,12,4,-4,-4,-4,-4,-4,-4,4,4
5236,2,-4,100,75,2,2,1981,0,1,100,75,320,8,1,1,4,1,18,14,4,4,-4,-4,-4,-4,-4,5,5
5237,2,-4,90,99,2,4,1981,0,1,75,50,320,4,2,2,4,1,20,16,4,3,-4,-4,-4,-4,-4,5,5
5238,1,-4,-4,-4,1,8,1984,0,1,-4,-4,320,8,1,1,4,1,18,14,4,-4,-4,-4,-4,-4,-4,5,4
5239,1,-4,-4,-4,2,8,1984,0,1,-4,-4,320,4,2,2,4,1,-3,16,4,4,-4,-4,-4,-4,-4,6,5
5240,2,-4,100,60,1,8,1980,0,3,100,20,74,4,4,4,1,1,10,11,2,-4,-4,-4,-4,-3,-3,-4,2
5241,1,-4,-4,-4,2,5,1983,0,3,-4,-4,71,8,1,8,1,1,12,14,4,-4,1,5,5,-3,-3,-4,2
5242,1,-4,100,100,2,2,1980,1,1,100,100,436,4,2,4,1,1,-3,-3,4,3,-4,-4,-4,-4,-4,-4,4
5243,2,-4,-4,-4,2,12,1982,0,1,-4,-4,344,4,4,4,1,1,10,14,4,3,4,4,4,-4,-4,-4,2
5244,2,-4,-4,-4,1,9,1982,0,1,-4,-4,107,10,4,5,4,1,15,12,4,-3,-4,-4,-4,-4,-4,-4,3
5245,2,-4,-4,-4,1,2,1984,0,1,-4,-4,107,4,4,4,4,1,15,12,4,1,-4,-4,-4,-4,-4,-4,1
5246,1,-4,-4,-4,1,8,1984,0,1,-4,-4,503,1,1,1,2,1,18,18,4,3,1,1,1,5,5,5,4
5247,2,-4,-4,-4,2,12,1983,1,1,-4,-4,246,4,4,4,3,1,-4,13,4,4,-4,-4,-4,5,6,6,4
5248,4,-4,-4,-4,1,1,1983,0,1,-4,-4,214,5,3,3,2,1,9,12,4,1,1,1,5,-4,-4,-4,0
5249,2,-4,-4,-4,1,4,1982,1,1,-4,-4,268,1,1,1,2,1,13,14,4,4,-4,-4,-4,-4,-4,4,4
5250,2,-4,100,50,1,12,1981,0,3,100,10,120,4,2,4,2,1,9,14,4,3,-4,-4,-4,-3,-3,-4,0
5251,2,-4,100,90,2,8,1981,0,3,100,40,99,4,2,4,2,1,12,12,4,3,-4,-4,-4,-4,-4,-3,4
5252,2,-4,-4,-4,1,9,1982,0,3,-4,-4,99,4,2,4,2,1,12,12,4,-3,-4,-4,-4,-4,-4,-4,1
5253,2,-4,100,50,2,12,1981,1,1,100,50,424,4,2,4,1,1,-4,12,4,2,-4,-4,-4,-4,-4,-4,1
5254,2,-4,-4,-4,1,9,1984,0,3,-4,-4,137,8,8,8,2,1,-4,13,4,1,-4,-4,-4,-4,-4,-4,1
5255,2,-4,-4,-4,1,10,1984,0,0,-4,-4,124,8,8,8,4,1,12,13,4,-4,-4,-4,-4,-4,-4,-3,4
5256,1,-4,-4,-4,2,5,1984,-4,-4,-4,-4,-4,-4,-4,-4,1,1,12,12,4,3,1,4,2,3,4,-4,2
5257,2,-4,-4,-4,2,1,1983,0,1,-4,-4,198,4,4,4,1,1,16,14,4,2,-4,-4,-4,-4,-4,-4,1
5258,2,-4,-4,-4,1,9,1982,0,0,-4,-4,187,1,1,1,3,1,-3,-3,4,-4,-4,-4,-4,-4,-4,-4,2
5259,2,-4,100,100,1,10,1980,0,1,99,50,261,1,1,1,8,1,14,13,4,3,-4,-4,-4,-4,-4,-4,2
5260,2,-4,-4,-4,1,8,1982,0,1,-4,-4,261,1,1,1,8,1,14,13,4,2,-4,-4,-4,-4,-4,-4,2
5261,1,-4,-4,-4,2,5,1984,0,1,-4,-4,261,1,1,1,8,1,14,13,4,3,-4,-4,-4,-4,-4,-4,3
5262,2,-4,-4,-4,1,12,1982,0,1,-4,-4,-3,5,4,5,3,1,13,11,4,-3,-4,-4,-4,-4,-4,-4,0
5263,1,-4,-4,-4,2,1,1984,0,1,-4,-4,-3,5,1,5,3,1,13,11,4,-4,-4,-4,-4,-4,-4,4,2
5264,2,-4,90,80,2,9,1980,0,0,100,98,153,2,4,4,1,1,-4,12,4,3,-4,-4,-4,-4,-4,-4,2
5265,1,-4,100,100,2,8,1981,0,3,100,100,51,4,2,2,2,1,-4,12,4,2,-4,-4,-4,2,3,-4,4
5266,1,-4,-4,-4,1,3,1984,0,3,-4,-4,51,4,2,2,2,1,-4,12,4,-4,-4,-4,-4,-3,-3,-4,0
5267,1,-4,100,100,2,10,1981,1,1,100,95,569,1,1,1,2,1,18,14,4,4,-4,-4,-4,-4,-4,4,4
5268,2,-4,-4,-4,1,6,1983,1,1,-4,-4,569,1,1,1,2,1,18,14,4,3,-4,-4,-4,-4,-4,4,4
5269,1,-4,-4,-4,2,5,1982,0,1,-4,-4,471,1,1,1,2,1,-3,-3,4,-4,-4,-4,-4,-4,-4,4,5
5270,3,-4,90,15,2,12,1980,0,1,100,0,210,1,1,1,1,1,12,14,4,-3,1,1,1,-4,-4,-4,2
5271,3,-4,65,0,1,1,1981,0,3,100,0,120,1,1,1,2,1,-3,12,4,1,-4,-4,-4,-4,-4,-4,1
5272,2,-4,100,50,2,12,1980,0,1,99,50,827,4,2,4,1,1,18,16,4,2,-4,-4,-4,1,2,3,5
5273,3,-4,99,80,1,3,1980,1,1,100,50,20,5,3,3,1,1,-3,16,4,3,-4,-4,-4,-4,-4,4,3
5274,2,-4,100,100,2,1,1981,0,1,100,75,424,1,1,1,2,1,12,12,4,3,-4,-4,-4,-4,-4,4,4
5275,2,-4,100,90,1,9,1980,0,1,100,100,418,1,1,1,1,1,15,16,4,4,-4,-4,-4,-4,-4,5,4
5276,2,-4,100,30,2,12,1980,0,3,-4,-4,-3,-1,1,-1,2,1,9,11,4,-4,4,4,4,-4,-4,-4,2
5277,1,-4,-4,-4,1,1,1983,1,1,-4,-4,325,1,1,1,2,1,14,16,4,-4,1,1,1,-4,-4,-4,2
5278,2,-4,-4,-4,1,1,1982,0,1,-4,-4,-3,1,1,1,2,1,15,16,4,3,-4,-4,-4,-4,-4,-4,2
5279,2,-4,99,90,1,9,1980,1,1,-4,-4,352,1,1,1,2,1,16,15,4,4,-4,-4,-4,-4,-4,4,4
5280,2,-4,-4,-4,2,10,1982,1,1,-4,-4,352,1,1,1,2,1,16,15,4,-4,-4,-4,-4,-4,-4,-4,4
5281,1,-4,50,25,2,5,1980,0,0,100,50,227,1,1,1,3,1,15,12,4,-4,-4,-4,-4,-4,-4,-4,3
5282,1,-4,-4,-4,1,1,1984,0,0,-4,-4,227,1,1,1,3,1,15,12,4,-4,-4,-4,-4,-4,-4,-4,0
5283,2,-4,-4,-4,1,9,1982,0,1,-4,-4,139,5,2,5,1,1,12,12,4,-3,-4,-4,-4,-4,-4,-4,0
5284,2,-4,100,0,1,1,1980,0,3,75,0,0,4,4,4,3,1,10,12,4,2,-4,-4,-4,-4,-4,-4,1
5285,3,-4,80,0,2,4,1981,0,3,75,25,0,4,4,4,3,1,15,12,4,-4,-4,-4,-4,-4,-4,-4,0
5286,2,-4,-4,-4,1,5,1982,0,3,-4,-4,0,4,4,4,3,1,15,12,4,-4,-4,-4,-4,-4,-4,-4,0
5287,3,-4,-4,-4,1,9,1982,0,0,-4,-4,88,1,1,1,4,1,11,8,4,-4,-4,-4,-4,-4,-4,-4,0
5288,2,-4,-4,-4,1,1,1984,0,0,-4,-4,88,1,1,1,4,1,11,8,4,-4,-4,-4,-4,-4,-4,-4,0
5289,1,-4,-4,-4,2,9,1984,-4,-4,-4,-4,-4,-4,-4,-4,1,1,8,12,4,-4,1,1,5,-4,-4,6,4
5290,2,-4,100,80,2,2,1981,0,3,100,50,37,4,2,4,5,1,11,14,4,11,-4,-4,-4,-4,-4,5,5
5291,2,-4,-4,-4,2,6,1983,1,3,-4,-4,37,4,2,4,5,1,11,14,4,-3,-4,-4,-4,-4,-4,-4,0
5292,2,-4,-4,-4,1,7,1983,0,0,-4,-4,128,1,1,1,2,1,12,13,4,-4,-4,-4,-4,-4,-4,-4,3
5293,4,-4,-4,-4,2,1,1983,0,3,-4,-4,81,4,4,7,1,1,9,8,4,-4,-4,-4,-4,-4,-4,-4,0
5294,1,-4,-4,-4,2,3,1983,1,1,-4,-4,326,1,1,1,2,1,12,14,4,-4,-4,-4,-4,-4,-4,3,2
5295,1,-4,-4,-4,2,1,1984,0,1,-4,-4,63,2,4,4,3,1,14,15,4,3,-4,-4,-4,4,6,-4,4
5296,2,-4,50,0,2,5,1980,0,3,0,0,44,4,2,4,3,1,10,9,4,-4,-4,-4,-4,-4,-4,-4,1
5297,2,-4,-4,-4,2,4,1982,0,3,-4,-4,44,8,5,5,3,1,11,-3,4,-4,-4,-4,-4,-4,-4,-4,0
5298,2,-4,100,50,2,5,1981,1,1,100,50,232,4,4,4,3,1,10,12,4,7,-4,-4,-4,-4,-4,-4,2
5299,2,-4,-4,-4,2,11,1984,1,1,-4,-4,232,8,1,8,3,1,12,-3,4,-4,-4,-4,-4,-4,-4,-4,0
5300,2,-4,100,99,2,12,1980,1,1,100,100,368,1,1,1,3,1,14,16,4,11,-4,-4,-4,-4,-4,4,4
5301,1,-4,-4,-4,1,3,1984,1,1,-4,-4,368,1,1,1,3,1,14,16,4,8,-4,-4,-4,-4,-4,4,4
5302,2,-4,-4,-4,2,11,1982,0,1,-4,-4,383,4,2,2,1,1,12,12,4,10,-4,-4,-4,-4,-4,4,3
5303,2,-4,100,75,2,7,1981,0,1,100,0,263,4,4,2,2,1,12,9,2,8,-4,-4,-4,-4,-4,-4,4
5304,2,-4,100,100,2,7,1981,0,1,100,100,263,4,4,2,2,1,12,9,4,7,-4,-4,-4,-4,-4,4,2
5305,2,-4,-4,-4,1,5,1983,0,3,-4,-4,194,4,4,4,2,1,13,13,4,3,-4,-4,-4,-4,-4,-4,4
5306,1,-4,100,99,1,9,1980,0,2,100,95,208,4,4,4,1,1,12,15,4,7,-4,-4,-4,-4,-4,-4,2
5307,3,-4,100,100,2,8,1981,1,1,100,90,160,4,2,2,2,1,13,13,4,10,-4,-4,-4,-4,-4,4,4
5308,4,-4,-4,-4,1,11,1982,0,3,-4,-4,51,4,4,4,3,1,12,12,3,-4,-4,-4,-4,-4,-4,4,2
5309,3,-4,-4,-4,1,1,1984,0,3,-4,-4,51,4,4,4,3,1,12,12,3,-4,-4,-4,-4,-4,-4,5,2
5310,2,-4,100,75,2,5,1980,0,1,100,75,269,2,2,2,2,1,16,14,2,10,-4,-4,-4,-4,-4,4,4
5311,1,-4,100,100,2,3,1980,1,2,100,90,463,1,1,1,2,1,20,16,4,11,1,1,1,-4,-4,5,4
5312,1,-4,-4,-4,1,7,1984,1,2,-4,-4,463,1,1,1,2,1,20,16,4,9,-4,-4,-4,-4,-4,4,3
5313,1,-4,100,100,1,11,1980,0,2,100,100,388,1,1,1,1,1,10,12,4,9,-4,-4,-4,-4,-4,4,2
5314,2,-4,100,25,1,6,1980,1,1,100,0,286,1,1,1,1,1,12,11,4,9,-4,-4,-4,-4,-4,4,2
5315,2,-4,-4,-4,2,8,1984,0,1,-4,-4,136,4,2,2,4,1,12,9,4,6,-4,-4,-4,-4,-4,-4,2
5316,1,-4,100,50,1,10,1981,0,1,100,100,333,1,1,1,2,1,12,12,4,8,-4,-4,-4,-4,-4,4,2
5317,1,-4,-4,-4,2,2,1983,1,1,-4,-4,333,1,1,1,2,1,12,12,4,-4,-4,-4,-4,-4,-4,-4,2
5318,2,-4,-4,-4,2,12,1983,0,3,-4,-4,64,1,1,1,1,1,8,5,2,7,-4,-4,-4,-4,-4,-4,2
5319,1,-4,100,60,2,1,1981,0,1,100,50,267,1,1,1,1,1,12,12,4,10,-4,-4,-4,1,1,4,3
5320,2,-4,-4,-4,2,12,1982,0,1,-4,-4,471,1,1,1,2,1,12,12,4,3,-4,-4,-4,-4,-4,3,4
5321,2,-4,100,60,1,12,1980,-4,-4,-4,-4,-4,-4,-4,-4,5,1,14,14,4,1,1,1,4,-4,-4,-4,2
5322,2,-4,-4,-4,1,10,1983,1,1,-4,-4,64,4,2,2,5,1,14,14,4,3,-4,-4,-4,-4,-4,-4,2
5323,1,-4,100,100,1,7,1981,0,3,100,100,250,-1,-1,-1,1,1,-4,10,4,3,4,4,8,-4,-4,-4,1
5324,4,-4,-4,-4,2,2,1982,0,3,-4,-4,61,4,2,2,3,1,12,10,4,10,-4,-4,-4,-4,-4,-4,0
5325,2,-4,-4,-4,1,7,1983,0,3,-4,-4,61,4,2,2,3,1,8,10,4,-4,-4,-4,-4,-4,-4,-4,0
5326,1,-4,-4,-4,2,8,1984,0,1,-4,-4,-3,4,2,2,2,1,-4,12,4,7,-4,-4,-4,-4,-4,3,2
5327,1,-4,-4,-4,1,10,1983,1,0,-4,-4,203,1,1,1,3,1,10,9,4,-4,-4,-4,-4,-4,-4,-4,1
5328,3,-4,-4,-4,2,12,1983,0,0,-4,-4,82,1,1,1,2,1,16,13,4,-3,-4,-4,-4,-4,-4,-4,1
5329,1,-4,-4,-4,1,11,1982,0,1,-4,-4,-3,2,2,2,1,1,14,13,4,-4,-4,-4,-4,-4,-4,4,4
5330,1,-4,-4,-4,1,1,1984,1,2,-4,-4,0,4,4,4,1,1,12,12,4,8,-4,-4,-4,-4,-4,5,4
5331,1,-4,100,75,1,9,1981,-4,-4,-4,-4,-4,-4,-4,-4,4,1,10,12,4,-4,4,2,2,-4,-4,-4,2
5332,1,-4,100,50,1,7,1981,1,1,80,0,184,1,1,1,3,1,12,16,4,-3,-4,-4,-4,-4,-4,-4,1
5333,2,-4,-4,-4,2,2,1983,0,1,-4,-4,184,1,1,1,3,1,12,16,4,11,-4,-4,-4,-4,-4,6,4
5334,1,-4,-4,-4,2,12,1984,0,1,-4,-4,184,1,1,1,3,1,12,16,4,-4,-4,-4,-4,-4,-4,4,5
5335,2,-4,50,40,2,10,1980,1,1,100,50,-3,1,1,1,1,1,11,13,4,-4,-4,-4,-4,-4,-4,-4,0
5336,1,-4,100,65,1,9,1981,1,1,100,10,170,4,2,4,2,1,10,12,4,5,-4,-4,-4,-4,-4,-4,2
5337,4,-4,-4,-4,1,9,1983,1,1,-4,-4,170,4,4,4,2,1,10,12,4,4,-4,-4,-4,-4,-4,-4,1
5338,2,-4,100,50,2,2,1981,0,1,100,50,127,1,1,1,3,1,11,10,4,-4,-4,-4,-4,-4,-4,-4,2
5339,1,-4,-4,-4,1,10,1984,0,1,-4,-4,127,1,1,1,3,1,11,10,4,-4,-4,-4,-4,-4,-4,-4,2
5340,3,-4,-4,-4,2,1,1982,1,1,-4,-4,309,4,4,4,3,1,12,14,4,4,-4,-4,-4,-3,-3,-4,2
5341,1,-4,100,100,1,5,1981,0,2,100,60,399,1,1,1,2,1,12,12,4,8,-4,-4,-4,-4,-4,-4,2
5342,2,-4,-4,-4,1,10,1982,1,3,-4,-4,67,1,1,1,4,1,12,14,4,7,-4,-4,-4,-4,-4,-4,4
5343,1,-4,-4,-4,2,7,1984,1,3,-4,-4,67,1,1,1,4,1,12,14,4,8,-4,-4,-4,-4,-4,5,3
5344,1,-4,-4,-4,2,5,1982,1,1,-4,-4,363,1,1,1,1,1,14,12,4,11,-4,-4,-4,-4,-4,4,2
5345,1,-4,100,80,1,2,1980,1,1,100,0,515,4,4,4,2,1,16,17,4,2,-4,-4,-4,-4,-4,6,6
5346,2,-4,-4,-4,2,9,1983,1,1,-4,-4,515,4,4,4,2,1,16,17,4,11,-4,-4,-4,-4,-4,4,5
5347,1,-4,-4,-4,1,12,1982,1,0,-4,-4,143,1,1,1,2,1,12,12,4,4,-4,-4,-4,-4,-4,5,6
5348,1,-4,-4,-4,1,11,1984,0,0,-4,-4,143,1,1,1,2,1,12,12,4,10,-4,-4,-4,-4,-4,4,4
5349,1,-4,-4,-4,1,8,1982,1,1,-4,-4,150,4,4,4,3,1,8,12,4,7,-4,-4,-4,-4,-4,-4,2
5350,2,-4,-4,-4,1,7,1983,-4,-4,-4,-4,-4,-4,-4,-4,3,1,12,-3,4,7,5,5,5,-4,-4,-4,2
5351,2,-4,-4,-4,2,9,1983,-4,-4,-4,-4,-4,-4,-4,-4,1,1,12,12,4,10,-4,-4,-4,-4,-4,4,5
5352,2,-4,100,5,1,3,1981,0,1,100,20,-3,1,1,1,1,1,12,12,4,8,1,1,1,4,5,-4,2
5353,2,-4,-4,-4,1,1,1982,1,6,-4,-4,224,1,1,1,3,1,12,13,4,2,-4,-4,-4,-4,-4,4,7
5354,1,-4,-4,-4,1,11,1983,1,6,-4,-4,224,1,1,1,3,1,12,13,4,3,-4,-4,-4,-4,-4,5,2
5355,2,-4,100,100,1,10,1980,0,1,100,100,348,1,1,1,2,1,14,16,4,3,-4,-4,-4,-4,-4,6,4
5356,2,-4,-4,-4,1,8,1983,0,1,-4,-4,348,1,1,1,2,1,14,16,4,3,-4,-4,-4,-4,-4,5,2
5357,1,-4,-4,-4,1,3,1982,0,1,-4,-4,588,1,1,1,2,1,12,12,4,2,-4,-4,-4,-4,-4,5,3
5358,1,-4,-4,-4,2,7,1982,1,2,-4,-4,253,1,1,1,2,1,20,18,4,-4,-4,-4,-4,-4,-4,5,5
5359,2,-4,100,0,2,11,1981,0,1,100,50,275,1,1,1,3,1,12,10,4,-3,-4,-4,-4,-4,-4,-4,1
5360,2,-4,-4,-4,1,6,1982,1,1,-4,-4,224,1,1,1,3,1,17,12,4,4,-4,-4,-4,-4,-4,5,4
5361,2,-4,-4,-4,2,7,1984,1,1,-4,-4,224,1,1,1,3,1,17,12,4,3,-4,-4,-4,-4,-4,3,5
5362,2,-4,100,75,1,9,1981,0,1,100,50,243,1,1,1,3,1,13,13,3,3,-4,-4,-4,-4,-4,4,2
5363,2,-4,100,100,1,2,1980,1,1,99,85,314,2,4,2,1,1,13,20,4,3,-4,-4,-4,-3,-3,4,2
5364,1,-4,100,95,1,7,1980,0,1,100,100,409,1,1,1,1,1,14,16,4,2,-4,-4,-4,-4,-4,3,2
5365,1,-4,-4,-4,2,11,1983,0,6,-4,-4,182,4,4,4,1,1,-3,14,4,3,-4,-4,-4,-4,-4,3,2
5366,1,-4,-4,-4,1,9,1984,0,1,-4,-4,205,1,1,1,4,1,12,12,4,-4,-4,-4,-4,-4,-4,-3,2
5367,1,-4,-4,-4,2,1,1983,1,1,-4,-4,264,1,1,1,2,1,12,13,4,3,-4,-4,-4,-4,-4,-4,2
5368,1,-4,95,95,1,8,1980,1,1,90,20,203,8,8,8,1,1,12,12,4,3,1,1,1,-4,-4,-3,2
5369,1,-4,-4,-4,2,8,1984,0,1,-4,-4,315,1,1,1,2,1,16,14,4,4,-4,-4,-4,-4,-4,5,4
5370,2,-4,100,75,1,4,1981,0,1,100,50,242,1,1,1,1,1,12,12,4,3,-4,-4,-4,-4,-4,4,2
5371,2,-4,-4,-4,1,1,1982,1,0,-4,-4,163,1,1,1,2,1,14,12,4,2,1,1,1,-4,-4,4,2
5372,2,-4,100,100,2,7,1981,1,0,100,100,208,5,3,3,1,1,16,16,4,-3,-4,-4,-4,-4,-4,-4,1
5373,2,-4,-4,-4,1,2,1983,0,1,-4,-4,175,4,2,2,2,1,11,14,4,2,-4,-4,-4,-4,-4,-3,2
5374,3,-4,-4,-4,1,6,1984,1,1,-4,-4,220,1,1,1,3,1,13,14,4,1,-4,-4,-4,-4,-4,-4,1
5375,2,-4,-4,-4,1,2,1983,0,1,-4,-4,263,4,4,4,1,1,-3,14,4,2,-4,-4,-4,-4,-4,-3,2
5376,3,-4,-4,-4,1,6,1984,-4,-4,-4,-4,-4,-4,-4,-4,4,1,11,8,3,1,1,1,1,-4,-4,-4,1
5377,2,-4,-4,-4,1,2,1983,-2,-2,-4,-4,71,4,4,4,7,1,-4,12,4,2,4,4,8,-4,-4,-3,2
5378,3,-4,-4,-4,2,10,1984,-4,-4,-4,-4,-4,-4,-4,-4,4,1,-4,12,4,-4,4,2,2,-4,-4,-4,1
5379,2,-4,-4,-4,1,11,1982,0,1,-4,-4,136,4,2,2,2,1,12,16,4,-4,-4,-4,-4,-4,-4,-4,2
5380,1,-4,100,99,1,4,1981,1,1,100,100,386,1,1,1,1,1,16,16,4,3,-4,-4,-4,-4,-4,5,4
5381,1,-4,-4,-4,2,12,1983,0,3,-4,-4,55,4,4,4,2,1,11,13,4,3,-4,-4,-4,-4,-4,4,4
5382,1,-4,-4,-4,2,9,1983,0,5,-4,-4,258,1,1,1,3,1,14,13,4,-4,-4,-4,-4,-4,-4,-4,2
5383,2,-4,100,78,1,3,1981,0,1,100,60,-3,1,1,1,2,1,14,12,4,2,1,1,1,-4,-4,4,3
5384,1,-4,-4,-4,1,5,1983,0,1,-4,-4,-3,1,1,1,2,1,14,12,4,2,-4,-4,-4,-4,-4,-3,2
5385,2,-4,-4,-4,1,6,1982,0,1,-4,-4,334,1,1,1,1,1,16,16,4,2,-4,-4,-4,-4,-4,3,2
5386,2,-4,100,100,2,9,1980,1,1,100,100,-3,4,2,4,1,1,13,17,4,4,-4,-4,-4,-4,-4,4,2
5387,3,-4,100,25,2,9,1980,1,5,100,25,137,4,4,4,2,1,12,12,3,-3,-4,-4,-4,-4,-4,-4,1
5388,2,-4,-4,-4,2,3,1984,0,1,-4,-4,512,1,1,1,2,1,12,14,4,-4,-4,-4,-4,-4,-4,4,4
5389,1,-4,100,90,2,5,1980,1,1,100,95,758,1,1,1,1,1,16,16,4,4,-4,-4,-4,-4,-4,4,4
5390,2,-4,100,15,2,3,1981,1,3,100,50,67,4,4,4,2,1,12,13,1,2,1,1,4,-4,-4,3,2
5391,2,-4,100,75,1,9,1980,0,1,100,100,126,1,1,1,3,1,16,13,4,3,-4,-4,-4,-4,-4,4,4
5392,1,-4,-4,-4,2,11,1984,0,1,-4,-4,126,1,1,1,3,1,16,13,4,3,-4,-4,-4,-4,-4,3,2
5393,1,-4,100,90,1,10,1981,0,1,100,70,222,1,1,1,3,1,12,12,4,3,-4,-4,-4,6,5,4,2
5394,2,-4,-4,-4,2,11,1983,0,1,-4,-4,222,1,1,1,3,1,12,12,4,-4,-4,-4,-4,-4,-4,5,4
