"PUBID","YSCH-37000","YHEA-1900","YEXP-1500","YEXP-2000","KEY!SEX","KEY!BDATE_M","KEY!BDATE_Y","PC8-092","PC9-050","PC11-008","PC11-014","CV_HH_POV_RATIO","CV_YTH_REL_HH_AGE_12","CV_YTH_REL_HH_AGE_2","CV_YTH_REL_HH_AGE_6","CV_HH_UNDER_18","CV_SAMPLE_TYPE","CV_HGC_BIO_DAD","CV_HGC_BIO_MOM","KEY!RACE_ETHNICITY","TRANS_GPA","CVC_YTH_REL_HH_AGE2_YCHR","CVC_YTH_REL_HH_AGE6_YCHR","CVC_YTH_REL_HH_AGE12_YCHR","CVC_SAT_MATH_SCORE_2007","CVC_SAT_VERBAL_SCORE_2007","CVC_ACT_SCORE_2007","CVC_HIGHEST_DEGREE_EVER"
2718,3,-4,-4,-4,2,9,1983,0,3,-4,-4,68,9,4,4,4,1,12,11,1,-4,-4,-4,-4,-4,-4,-4,0
2719,2,-4,-4,-4,1,9,1984,0,3,-4,-4,68,4,4,4,4,1,12,11,1,-4,-4,-4,-4,-4,-4,-4,1
2720,2,-4,100,100,2,12,1980,0,3,100,2,42,4,4,4,4,1,12,10,1,2,-4,-4,-4,-3,4,-4,2
2721,2,-4,-4,-4,1,8,1982,0,3,-4,-4,42,4,4,4,4,1,12,10,1,2,-4,-4,-4,-4,-4,-4,2
2722,2,-4,100,70,2,4,1981,-4,-4,-4,-4,-4,-4,-4,-4,2,1,10,10,1,0,1,4,4,-4,-4,4,4
2723,1,-4,-4,-4,2,12,1984,1,3,-4,-4,0,4,4,4,3,1,14,12,1,-4,-4,-4,-4,-4,-4,-4,2
2724,4,-4,-4,-4,2,6,1982,0,1,-4,-4,301,5,3,3,2,1,13,13,1,-4,-4,-4,-4,-4,-4,-4,2
2725,2,-4,-4,-4,2,7,1982,1,1,-4,-4,-3,1,1,1,3,1,16,16,4,-4,-4,-4,-4,-4,-4,-4,4
2726,2,-4,100,100,2,9,1981,-4,-4,-4,-4,-4,-4,-4,-4,1,1,-4,-3,4,-4,-4,-4,-4,-4,-4,5,2
2727,1,-4,-4,-4,1,12,1982,1,1,-4,-4,547,1,1,1,2,1,16,12,2,-4,-4,-4,-4,-4,-4,4,5
2728,1,-4,-4,-4,1,3,1984,0,1,-4,-4,220,1,1,1,2,1,16,16,4,-4,-4,-4,-4,-4,-4,5,4
2729,4,-4,-3,-3,2,1,1980,-4,-4,-4,-4,-4,-4,-4,-4,2,1,-4,12,4,-4,4,4,4,-4,-4,-4,2
2730,2,-4,100,98,1,4,1980,0,1,100,100,375,1,1,1,1,1,16,16,4,3,-4,-4,-4,-4,-4,5,5
2731,1,-4,-4,-4,1,7,1982,0,1,-4,-4,323,1,1,1,3,1,16,17,4,-4,-4,-4,-4,-4,-4,6,4
2732,1,-4,-4,-4,1,11,1983,1,1,-4,-4,412,1,1,1,1,1,14,14,4,-3,-4,-4,-4,-4,-4,4,4
2733,1,-4,-4,-4,1,5,1982,1,1,-4,-4,-3,4,4,4,1,1,19,20,4,-4,-4,-4,-4,-4,-4,-4,2
2734,1,-4,-4,-4,2,1,1983,0,1,-4,-4,-3,1,1,1,5,1,18,16,4,-4,-4,-4,-4,-4,-4,5,4
2735,2,-4,-4,-4,1,11,1984,0,1,-4,-4,-3,6,4,6,5,1,-4,-4,2,-4,1,6,6,-4,-4,-4,3
2736,1,-4,-4,-4,1,2,1984,0,1,-4,-4,-3,6,6,6,5,1,-4,-4,4,-4,7,7,7,-4,-4,-4,2
2737,1,-4,95,70,1,4,1981,0,1,100,90,323,1,1,1,3,1,12,13,4,-4,-4,-4,-4,-4,-4,5,5
2738,2,-4,-4,-4,1,9,1982,0,1,-4,-4,323,1,1,1,3,1,12,13,4,-3,-4,-4,-4,-4,-4,4,4
2739,2,-4,100,60,2,1,1980,0,1,100,70,324,4,4,2,2,1,11,12,4,3,2,2,2,-4,-4,4,4
2740,2,-4,100,2,2,9,1980,0,1,100,0,413,1,1,1,1,1,12,12,4,2,-4,-4,-4,-4,-4,-4,2
2741,2,-4,100,50,1,1,1981,0,1,100,75,540,6,6,6,1,1,-3,-3,4,-4,6,6,6,-4,-4,-4,2
2742,2,-4,100,30,1,12,1981,0,1,100,100,129,1,1,1,2,1,18,16,4,3,-4,-4,-4,-3,-3,-4,2
2743,2,-4,90,75,1,12,1981,0,1,100,100,129,1,1,1,2,1,18,16,4,3,1,1,1,-3,-3,-3,2
2744,2,-4,100,100,2,3,1980,1,1,100,100,731,1,1,1,1,1,20,14,4,3,-4,-4,-4,-4,-4,-4,3
2745,2,-4,-4,-4,2,6,1984,0,3,-4,-4,129,4,4,4,2,1,15,10,4,-4,-4,-4,-4,-4,-4,-4,2
2746,2,-4,-4,-4,2,10,1983,0,0,-4,-4,150,5,3,5,3,1,15,12,2,2,-4,-4,-4,-4,-4,-4,2
2747,2,-4,50,12,1,3,1980,1,1,25,0,283,4,3,4,1,1,14,12,4,-4,-4,-4,-4,-4,-4,-4,1
2748,1,-4,-4,-4,2,12,1984,0,1,-4,-4,32,2,2,2,1,1,17,17,4,-4,-4,-4,-4,-4,-4,4,4
2749,2,-4,100,100,2,5,1980,1,1,100,100,411,4,2,4,3,1,13,12,4,7,-4,-4,-4,-4,-4,-4,2
2750,2,-4,100,100,2,11,1981,1,1,100,100,411,4,2,4,3,1,13,12,4,3,-4,-4,-4,3,3,-4,4
2751,1,-4,-4,-4,2,12,1984,-4,-4,-4,-4,-4,-4,-4,-4,1,1,12,17,4,3,1,4,4,4,5,-4,5
2752,2,-4,100,75,1,7,1981,0,5,100,50,129,4,2,4,2,1,12,14,4,-3,1,4,4,-4,-4,-4,1
2753,2,-4,-4,-4,1,11,1982,1,5,-4,-4,129,4,4,4,2,1,12,14,4,3,-4,-4,-4,-4,-4,-4,4
2754,2,-4,-4,-4,2,1,1982,-4,-4,-4,-4,-4,-4,-4,-4,4,1,12,12,4,4,1,1,1,5,4,-4,4
2755,1,-4,-4,-4,1,5,1984,-4,-4,-4,-4,-4,-4,-4,-4,4,1,12,12,4,3,1,1,1,4,3,-4,4
2756,2,-4,-4,-4,1,8,1983,-4,-4,-4,-4,-4,-4,-4,-4,2,1,16,16,4,3,1,1,1,4,5,5,6
2757,1,-4,-4,-4,2,4,1984,0,1,-4,-4,388,4,2,2,2,1,16,18,4,4,-4,-4,-4,5,6,-4,4
2758,1,-4,100,99,1,8,1980,-4,-4,-4,-4,-4,-4,-4,-4,1,1,17,12,4,10,1,1,1,4,5,-4,7
2759,1,-4,-4,-4,1,11,1982,-2,0,-4,-4,120,8,8,8,2,1,-3,12,4,1,1,4,4,-4,-4,-4,0
2760,2,-4,50,0,2,4,1981,0,1,75,0,128,1,1,1,2,1,11,11,4,-4,-4,-4,-4,-4,-4,-4,0
2761,3,-4,-4,-4,1,1,1982,0,1,-4,-4,475,4,4,4,1,1,12,12,4,3,-4,-4,-4,-4,-4,-4,2
2762,1,-4,100,50,1,3,1981,1,1,100,50,478,1,1,1,2,1,18,14,4,6,-4,-4,-4,3,4,-4,6
2763,1,-4,-4,-4,2,8,1984,1,1,-4,-4,145,1,1,1,2,1,12,12,4,2,-4,-4,-4,-4,-4,-4,2
2764,2,-4,-4,-4,2,10,1984,-4,-4,-4,-4,-4,-4,-4,-4,4,1,12,11,1,3,1,1,1,4,4,-3,2
2765,1,-4,-4,-4,1,6,1982,1,1,-4,-4,351,5,3,5,1,1,16,14,4,3,1,1,1,4,3,-4,4
2766,1,-4,-4,-4,1,4,1983,0,1,-4,-4,1627,5,5,4,1,1,13,10,4,1,-4,-4,-4,-4,-4,-4,0
2767,2,-4,100,60,2,7,1980,0,1,100,50,202,5,2,4,2,1,14,11,4,-3,-4,-4,-4,-4,-4,-4,1
2768,2,-4,-4,-4,2,10,1982,-4,-4,-4,-4,-4,-4,-4,-4,3,1,19,16,4,4,1,1,1,4,5,5,4
2769,2,-4,100,75,2,1,1981,0,1,100,75,507,1,1,1,1,1,12,13,4,4,-4,-4,-4,4,4,-4,2
2770,2,-4,100,50,2,12,1980,0,1,99,50,286,1,1,1,1,1,12,12,4,3,-4,-4,-4,4,3,-4,4
2771,2,-4,100,100,2,4,1980,1,1,100,100,671,1,1,1,1,1,17,17,4,5,-4,-4,-4,2,3,-4,2
2772,1,-4,-4,-4,2,11,1982,1,1,-4,-4,463,1,1,1,1,1,12,12,4,-4,-4,-4,-4,-4,-4,-4,5
2773,1,-4,100,75,1,8,1981,0,1,100,100,801,6,6,6,2,1,-4,-4,4,2,-4,-4,-4,5,4,-4,2
2774,2,-4,-4,-4,1,3,1983,0,1,-4,-4,801,6,6,6,2,1,-4,-4,4,-4,6,6,6,4,4,-4,1
2775,1,-4,-4,-4,1,8,1982,0,1,-4,-4,375,1,1,1,4,1,14,14,4,2,-4,-4,-4,3,5,-4,2
2776,1,-4,-4,-4,1,5,1984,0,1,-4,-4,375,1,1,1,4,1,14,14,4,4,-4,-4,-4,5,4,-4,4
2777,1,-4,100,100,2,5,1981,0,1,100,100,419,1,1,1,3,1,16,16,4,-4,-4,-4,-4,4,4,-4,4
2778,1,-4,-4,-4,1,1,1983,0,1,-4,-4,419,1,1,1,3,1,16,16,4,4,-4,-4,-4,5,5,-4,4
2779,2,-4,99,99,1,8,1981,1,1,100,85,260,6,8,6,2,1,-4,12,4,4,-4,-4,-4,4,5,-4,4
2780,1,-4,-4,-4,2,2,1984,0,1,-4,-4,277,4,2,2,2,1,12,12,4,6,-4,-4,-4,3,3,-4,2
2781,1,-4,100,100,2,3,1980,0,1,100,50,638,4,2,2,1,1,12,12,4,6,-4,-4,-4,2,4,-4,4
2782,1,-4,95,90,2,5,1980,0,1,100,50,434,1,1,1,1,1,14,12,4,4,-4,-4,-4,-4,-4,4,4
2783,1,-4,100,100,2,6,1980,1,1,100,100,401,1,1,1,1,1,14,12,4,11,-4,-4,-4,4,4,-4,4
2784,2,-4,100,97,2,4,1980,0,1,100,50,422,-1,-1,-1,3,1,18,15,4,7,-4,-4,-4,4,4,-4,2
2785,2,-4,-4,-4,2,1,1983,0,1,-4,-4,422,8,-1,-1,3,1,18,15,4,1,-4,-4,-4,-4,-4,-4,2
2786,1,-4,-4,-4,1,9,1983,0,1,-4,-4,63,4,2,2,3,1,12,12,4,-4,-4,-4,-4,-4,-4,-4,4
2787,1,-4,100,100,2,2,1981,0,1,100,100,612,4,2,4,2,1,13,13,4,10,-4,-4,-4,5,5,-4,2
2788,2,-4,-4,-4,1,7,1983,1,1,-4,-4,612,4,4,4,2,1,13,13,4,9,-4,-4,-4,4,3,-4,2
2789,1,-4,-4,-4,1,4,1982,1,1,-4,-4,-3,1,1,1,3,1,9,12,4,7,-4,-4,-4,3,4,-4,2
2790,2,-4,100,0,1,1,1980,0,1,100,0,216,1,1,1,3,1,14,12,4,4,-4,-4,-4,-4,-4,-4,2
2791,2,-4,-4,-4,1,10,1982,0,1,-4,-4,216,1,1,1,3,1,14,12,4,4,-4,-4,-4,5,4,-4,4
2792,1,-4,-4,-4,2,5,1984,0,1,-4,-4,978,1,1,1,1,1,16,17,4,-4,-4,-4,-4,5,5,5,4
2793,1,-4,-4,-4,2,12,1983,-4,-4,-4,-4,-4,-4,-4,-4,1,1,-4,10,4,3,2,8,6,3,3,-4,2
2794,1,-4,100,50,1,5,1981,-4,-4,-4,-4,-4,-4,-4,-4,1,1,12,12,4,2,1,1,1,-4,-4,-4,2
2795,2,-4,100,70,1,5,1981,-4,-4,-4,-4,-4,-4,-4,-4,2,1,14,15,4,3,1,1,1,-4,-4,-4,2
2796,2,-4,-4,-4,2,4,1984,-4,-4,-4,-4,-4,-4,-4,-4,2,1,14,15,4,4,1,1,1,4,3,-4,2
2797,1,-4,100,95,2,12,1980,1,1,100,75,-3,4,4,4,1,1,17,13,4,3,-4,-4,-4,5,5,-4,2
2798,1,-4,-4,-4,1,10,1983,-4,-4,-4,-4,-4,-4,-4,-4,3,1,12,14,4,1,1,1,1,-4,-4,-4,1
2799,4,-4,100,100,1,8,1980,0,1,100,95,173,6,7,6,2,1,12,-4,1,2,1,6,6,-3,-3,-4,2
2800,1,-4,100,100,1,11,1981,0,1,100,50,173,6,7,6,2,1,12,11,1,1,6,6,6,-4,-4,-4,1
2801,2,-4,-4,-4,2,3,1983,0,1,-4,-4,666,1,1,1,1,1,14,19,4,4,-4,-4,-4,4,5,-4,4
2802,2,-4,-4,-4,2,12,1982,0,1,-4,-4,323,1,1,1,2,1,13,13,4,4,-4,-4,-4,4,3,4,5
2803,1,-4,100,100,2,12,1980,0,1,100,80,660,1,1,1,2,1,16,17,4,10,-4,-4,-4,4,4,-4,4
2804,1,-4,-4,-4,2,6,1982,0,1,-4,-4,660,1,1,1,2,1,16,17,4,9,-4,-4,-4,-3,-3,-3,2
2805,2,-4,-4,-4,2,10,1982,0,1,-4,-4,298,3,3,3,1,1,13,12,4,-4,1,1,1,-4,-4,-4,2
2806,1,-4,-4,-4,2,1,1982,0,1,-4,-4,397,1,1,1,3,1,16,16,4,11,-4,-4,-4,4,4,-4,4
2807,1,-4,-4,-4,1,1,1984,0,1,-4,-4,397,1,1,1,3,1,16,16,4,5,-4,-4,-4,-3,-3,-4,2
2808,3,-4,-4,-4,1,5,1983,-4,-4,-4,-4,-4,-4,-4,-4,1,1,12,12,4,-3,1,1,1,-4,-4,-4,1
2809,1,-4,100,100,2,5,1981,-4,-4,-4,-4,27,-4,-4,-4,9,1,13,12,1,-3,4,4,2,-4,-4,-4,1
2810,2,-4,-4,-4,1,3,1983,-4,-4,-4,-4,-4,-4,-4,-4,9,1,13,12,1,0,2,2,2,-3,-3,-4,-3
2811,2,-4,-4,-4,2,10,1984,0,0,-4,-4,124,4,4,4,4,1,12,12,1,-4,-4,-4,-4,-4,-4,-4,3
2812,2,-4,100,80,2,1,1981,0,1,100,80,307,1,1,1,1,1,15,12,4,6,-4,-4,-4,3,4,4,2
2813,2,-4,-4,-4,1,8,1982,0,1,-4,-4,-3,4,2,4,2,1,12,13,1,2,-4,-4,-4,5,5,-4,2
2814,2,-4,50,50,1,7,1980,0,0,50,0,104,4,4,4,4,1,-3,11,1,-4,-4,-4,-4,-4,-4,-4,0
2815,2,-4,-4,-4,2,6,1983,0,0,-4,-4,104,4,4,4,4,1,-3,11,1,-4,-4,-4,-4,-4,-4,-4,0
2816,3,-4,-4,-4,2,7,1984,0,0,-4,-4,104,4,4,4,4,1,-3,11,1,-4,-4,-4,-4,1,2,-4,2
2817,2,-4,-4,-4,2,4,1982,0,1,-4,-4,439,1,1,1,1,1,12,12,4,3,-4,-4,-4,-3,-3,-3,2
2818,1,-4,-4,-4,2,1,1984,0,1,-4,-4,165,1,1,1,4,1,20,16,4,-4,-4,-4,-4,-4,-4,-4,2
2819,3,-4,100,50,1,3,1981,0,5,75,50,170,4,2,4,2,1,14,14,1,-4,-4,-4,-4,-4,-4,-4,2
2820,2,-4,-4,-4,2,1,1983,0,5,-4,-4,170,4,4,4,2,1,14,14,1,-4,-4,-4,-4,-4,-4,5,4
2821,1,-4,90,10,2,9,1981,1,1,100,60,396,1,1,1,1,1,12,-3,1,0,-4,-4,-4,-4,-4,-4,0
2822,3,-4,-4,-4,1,11,1982,0,3,-4,-4,32,8,4,8,2,1,-3,11,1,-4,-4,-4,-4,-4,-4,-4,0
2823,4,-4,100,100,1,4,1980,0,3,100,0,22,4,4,4,1,1,12,12,1,5,-4,-4,-4,-4,-4,-4,0
2824,2,-4,100,100,2,8,1980,0,3,100,100,247,4,4,4,3,1,-3,16,1,2,4,4,4,1,1,-4,2
2825,1,-4,-4,-4,1,4,1982,0,3,-4,-4,247,8,4,4,3,1,-3,-3,1,1,1,1,8,-4,-4,-4,1
2826,2,-4,-4,-4,2,1,1984,0,3,-4,-4,247,8,4,4,3,1,-3,-3,1,2,4,4,6,-3,-3,-4,1
2827,2,-4,-4,-4,2,11,1982,-4,-4,-4,-4,-4,-4,-4,-4,4,1,-3,11,1,1,-3,-3,-3,-4,-4,-4,1
2828,2,-4,-4,-4,2,12,1982,1,5,-4,-4,182,5,5,5,2,1,16,16,1,-4,-4,-4,-4,-4,-4,4,2
2829,1,-4,95,0,1,9,1980,0,5,100,0,190,2,2,4,1,1,-4,12,4,-4,-4,-4,-4,-4,-4,-4,1
2830,3,-4,-4,-4,1,9,1982,0,1,-4,-4,166,4,2,2,1,1,12,12,1,-4,-4,-4,-4,4,5,-4,4
2831,2,-4,50,10,1,6,1980,0,1,100,10,382,4,2,2,4,1,12,11,4,-4,-4,-4,-4,-4,-4,-4,0
2832,2,-4,-4,-4,2,4,1982,0,1,-4,-4,382,4,2,4,4,1,12,11,4,-4,-4,-4,-4,-4,-4,-4,2
2833,2,-4,-4,-4,1,5,1983,0,1,-4,-4,453,1,1,1,2,1,12,16,4,3,-4,-4,-4,5,5,-4,4
2834,2,-4,-4,-4,2,3,1984,1,2,-4,-4,633,5,3,3,1,1,12,-3,4,-4,-4,-4,-4,-3,-3,-4,3
2835,2,-4,100,50,1,8,1981,1,0,100,75,223,4,2,4,1,1,16,12,4,-4,-4,-4,-4,-4,-4,-4,1
2836,2,-4,100,100,2,4,1980,-4,-4,-4,-4,-4,-4,-4,-4,3,1,13,14,1,4,1,1,1,6,6,3,2
2837,1,-4,100,100,2,4,1980,-4,-4,-4,-4,-4,-4,-4,-4,3,1,13,14,1,-4,-4,-4,-4,-4,-4,-4,0
2838,1,-4,-4,-4,2,6,1982,-4,-4,-4,-4,-4,-4,-4,-4,1,1,-3,11,1,-4,-4,-4,-4,-4,-4,4,2
2839,2,-4,100,95,2,8,1981,1,1,0,100,891,4,4,4,1,1,15,16,4,-4,-4,-4,-4,-4,-4,-4,2
2840,1,-4,-4,-4,2,12,1983,0,3,-4,-4,57,4,2,2,3,1,-3,14,4,-4,-4,-4,-4,-4,-4,4,4
2841,2,-4,-4,-4,2,9,1983,-4,-4,-4,-4,-4,-4,-4,-4,3,1,14,13,4,3,1,1,1,3,3,3,5
2842,2,-4,100,15,2,3,1981,0,1,100,50,410,1,1,1,2,1,10,12,4,2,-4,-4,-4,-4,-4,-4,2
2843,2,-4,100,50,2,5,1980,0,1,100,50,327,4,2,2,2,1,12,15,4,3,-4,-4,-4,-3,-3,-3,2
2844,1,-4,-4,-4,2,4,1984,1,1,-4,-4,327,4,2,2,2,1,12,15,4,3,1,4,4,3,3,-4,4
2845,1,-4,-4,-4,2,12,1982,0,0,-4,-4,357,8,3,8,1,1,11,12,4,-4,-4,-4,-4,-4,-4,-4,3
2846,1,-4,-4,-4,1,9,1982,0,0,-4,-4,135,4,4,4,1,1,7,13,4,2,-4,-4,-4,-4,-4,-4,2
2847,1,-4,-4,-4,2,7,1984,0,1,-4,-4,119,4,4,4,2,1,-3,12,4,0,-4,-4,-4,-4,-4,-4,1
2848,1,-4,100,10,2,11,1980,-4,-4,-4,-4,-4,-4,-4,-4,2,1,11,12,4,3,1,4,4,-3,-3,-4,4
2849,2,-4,-4,-4,2,3,1982,0,3,-4,-4,148,4,2,4,2,1,10,9,4,-4,1,4,4,-4,-4,-4,0
2850,2,-4,100,1,1,2,1980,0,1,100,25,182,1,1,1,2,1,12,12,4,4,-4,-4,-4,-4,-4,-4,2
2851,2,-4,-4,-4,1,12,1983,1,1,-4,-4,307,1,1,1,2,1,11,12,4,0,-4,-4,-4,-4,-4,-4,1
2852,2,-4,-4,-4,2,10,1983,-4,-4,-4,-4,-4,-4,-4,-4,4,1,12,10,4,-4,-4,-4,-4,-4,-4,-4,0
2853,2,-4,100,0,2,12,1981,-4,-4,-4,-4,-4,-4,-4,-4,1,1,7,12,4,2,1,1,1,-4,-4,-4,3
2854,3,-4,-4,-4,1,8,1983,0,1,-4,-4,486,9,1,1,2,1,6,12,4,-4,-4,-4,-4,-4,-4,-4,1
2855,1,-4,100,75,2,8,1980,0,1,100,80,251,4,4,2,3,1,12,13,4,3,-4,-4,-4,-4,-4,5,4
2856,2,-4,-4,-4,2,12,1983,0,4,-4,-4,251,4,2,2,3,1,12,13,4,1,-4,-4,-4,-4,-4,-4,2
2857,2,-4,100,5,1,9,1981,0,1,100,50,444,4,4,4,1,1,12,12,4,-4,-4,-4,-4,-4,-4,-4,0
2858,2,-4,100,100,1,1,1981,1,1,100,90,326,4,4,4,1,1,12,9,4,2,-4,-4,-4,3,4,-4,5
2859,2,-4,-4,-4,2,3,1983,-4,-4,-4,-4,-4,-4,-4,-4,1,1,-3,8,4,-4,1,1,4,-4,-4,-4,2
2860,1,-4,0,0,1,9,1980,-4,-4,-4,-4,24,-4,-4,-4,2,1,9,10,4,-3,1,4,4,-4,-4,-4,0
2861,1,-4,-4,-4,2,7,1982,-4,-4,-4,-4,-4,-4,-4,-4,2,1,9,10,4,1,4,4,4,-4,-4,-4,0
2862,1,-4,100,50,1,11,1981,-4,-4,-4,-4,-4,-4,-4,-4,2,1,12,12,4,1,1,5,2,-4,-4,-4,1
2863,3,-4,-4,-4,1,10,1983,-4,-4,-4,-4,-4,-4,-4,-4,2,1,12,12,4,0,-4,-4,-4,-4,-4,-4,2
2864,3,-4,-4,-4,2,2,1982,-4,-4,-4,-4,-4,-4,-4,-4,1,1,13,10,4,-3,1,5,5,-4,-4,-4,0
2865,1,-4,-4,-4,2,11,1984,0,1,-4,-4,198,4,4,4,3,1,12,10,4,1,-4,-4,-4,-4,-4,-4,2
2866,2,-4,100,10,1,1,1981,0,1,100,80,148,4,2,4,2,1,12,9,4,2,-4,-4,-4,-4,-4,-4,2
2867,1,-4,-4,-4,1,5,1984,0,1,-4,-4,148,-1,-1,-1,2,1,12,9,4,-3,-4,-4,-4,-4,-4,-4,2
2868,3,-4,100,10,1,11,1981,-4,-4,-4,-4,-4,-4,-4,-4,3,1,8,9,4,1,1,1,1,-4,-4,-4,1
2869,1,-4,100,100,2,6,1980,0,1,100,100,-3,1,1,1,1,1,16,16,4,4,-4,-4,-4,4,4,5,4
2870,1,-4,-4,-4,2,12,1983,-4,-4,-4,-4,-4,-4,-4,-4,4,1,16,16,4,4,1,1,1,5,4,-4,4
2871,1,-4,100,100,1,8,1981,0,1,100,100,1627,1,1,1,3,1,20,19,4,-3,-4,-4,-4,-4,-4,-4,5
2872,2,-4,-4,-4,1,12,1982,0,1,-4,-4,1627,1,1,1,3,1,20,19,4,-3,-4,-4,-4,-4,-4,-4,2
2873,1,-4,100,100,1,4,1980,0,1,100,100,-3,1,1,1,1,1,15,15,4,4,-4,-4,-4,6,5,5,4
2874,1,-4,100,95,1,6,1981,0,1,100,100,-3,1,1,1,2,1,20,18,4,4,-4,-4,-4,6,6,6,7
2875,2,-4,100,90,1,11,1980,0,1,-4,-4,-3,4,2,4,1,1,-4,16,4,4,-4,-4,-4,5,5,5,4
2876,1,-4,90,95,1,8,1980,-4,-4,-4,-4,-4,-4,-4,-4,4,1,20,20,4,-4,1,1,1,6,6,6,7
2877,1,-4,-4,-4,2,1,1983,-4,-4,-4,-4,-4,-4,-4,-4,4,1,20,20,4,-4,1,1,1,5,5,-4,4
2878,1,-4,100,100,2,1,1980,0,1,100,100,320,4,4,4,3,1,-4,12,4,2,-4,-4,-4,-3,-3,-3,3
2879,1,-4,100,100,2,8,1981,0,1,100,100,320,4,4,4,3,1,-4,12,4,2,-4,-4,-4,-4,-4,-4,0
2880,1,-4,-4,-4,1,12,1984,0,1,-4,-4,320,4,4,4,3,1,-4,12,4,-4,-4,-4,-4,5,5,6,4
2881,1,-4,99,50,1,11,1981,0,1,100,100,732,1,1,1,1,1,15,12,4,-4,-4,-4,-4,-4,-4,-4,0
2882,2,-4,100,40,1,6,1981,-4,-4,-4,-4,-4,-4,-4,-4,5,1,9,-3,4,-4,1,1,1,-4,-4,-4,0
2883,2,-4,-4,-4,1,10,1983,-4,-4,-4,-4,-4,-4,-4,-4,5,1,9,-3,4,-4,1,1,1,-4,-4,-4,4
2884,2,-4,-4,-4,1,11,1983,1,3,-4,-4,74,4,4,4,1,1,-3,13,4,3,-4,-4,-4,3,4,-4,5
2885,2,-4,100,20,2,12,1981,1,1,100,20,377,4,2,4,2,1,14,16,4,-4,-4,-4,-4,-4,-4,-4,1
2886,1,-4,-4,-4,1,2,1984,1,1,-4,-4,509,4,4,4,1,1,14,20,1,-4,-4,-4,-4,-4,-4,4,4
2887,2,-4,-4,-4,2,12,1982,1,1,-4,-4,325,2,2,2,4,1,18,16,1,4,-4,-4,-4,-4,-4,4,2
2888,2,-4,-4,-4,1,5,1984,1,1,-4,-4,371,1,1,1,2,1,15,12,4,4,-4,-4,-4,5,4,5,2
2889,2,-4,100,75,2,9,1980,0,1,100,-2,-3,1,1,1,5,1,12,12,4,2,-4,-4,-4,6,6,-4,4
2890,3,-4,-4,-4,1,7,1982,0,1,-4,-4,-3,1,1,1,5,1,12,12,4,-4,-4,-4,-4,-3,-3,4,4
2891,1,-4,-4,-4,1,10,1984,0,1,-4,-4,-3,1,1,1,5,1,12,12,4,2,-4,-4,-4,-4,-4,-4,2
2892,2,-4,100,100,2,4,1981,-4,-4,-4,-4,-4,-4,-4,-4,1,1,12,12,4,-4,-4,-4,-4,-4,-4,3,2
2893,2,-4,-4,-4,1,10,1982,-4,-4,-4,-4,-4,-4,-4,-4,1,1,20,10,4,-4,1,1,1,-4,-4,-4,2
2894,1,-4,100,100,2,6,1980,0,1,100,100,268,4,4,4,1,1,20,16,4,4,-4,-4,-4,5,5,5,6
2895,1,-4,-4,-4,1,11,1982,0,1,-4,-4,735,8,4,8,1,1,-4,11,3,-4,4,8,8,-4,-4,3,2
2896,2,-4,100,100,1,11,1980,0,1,100,40,-3,1,1,1,2,1,12,12,4,1,-4,-4,-4,-4,-4,-4,2
2897,2,-4,-4,-4,1,12,1982,0,1,-4,-4,-3,1,1,1,2,1,12,12,4,1,-4,-4,-4,-3,-3,-4,2
2898,1,-4,-4,-4,1,8,1983,0,1,-4,-4,468,1,1,1,2,1,20,20,4,-4,-4,-4,-4,5,4,6,3
2899,1,-4,100,90,1,3,1981,0,1,100,100,1627,1,1,1,1,1,16,12,4,3,-4,-4,-4,4,4,4,4
2900,2,-4,100,100,1,11,1981,0,1,100,90,-3,1,1,1,1,1,17,16,4,4,-4,-4,-4,5,3,5,4
2901,3,-4,-4,-4,1,4,1983,0,0,-4,-4,-3,4,4,4,3,1,11,12,4,-3,-4,-4,-4,-4,-4,-4,0
2902,2,-4,-4,-4,2,7,1983,1,1,-4,-4,-3,1,1,1,2,1,12,14,4,3,-4,-4,-4,-4,-4,5,2
2903,2,-4,-4,-4,2,11,1983,-4,-4,-4,-4,-4,-4,-4,-4,3,1,-4,-3,2,-4,1,4,4,-4,-4,-4,0
2904,2,-4,75,55,1,9,1980,0,0,50,0,123,1,1,1,1,1,12,10,4,1,-4,-4,-4,-4,-4,-4,2
2905,1,-4,-4,-4,2,8,1983,1,1,-4,-4,-3,1,1,1,3,1,19,17,4,-4,-4,-4,-4,6,6,6,6
2906,1,-4,-4,-4,1,10,1984,1,1,-4,-4,-3,1,1,1,3,1,19,17,4,93,-4,-4,-4,4,6,5,7
2907,1,-4,100,100,1,4,1980,0,1,100,90,1627,4,2,5,1,1,16,18,4,76,1,5,4,4,6,5,2
2908,3,-4,-4,-4,1,5,1983,0,1,-4,-4,252,4,4,4,3,1,13,14,4,-4,-4,-4,-4,-3,-3,4,5
2909,1,-4,-4,-4,2,12,1983,0,1,-4,-4,0,4,4,4,4,1,11,-3,4,-4,-4,-4,-4,-4,-4,-4,1
2910,2,-4,100,100,1,2,1980,1,1,100,100,556,4,4,4,1,1,14,19,1,2,-4,-4,-4,-4,-4,5,2
2911,2,-4,0,0,1,5,1980,0,1,0,15,313,3,3,3,3,1,12,12,4,1,-4,-4,-4,-4,-4,-4,0
